,Product Code,Quality,Process T (C),Ambient T (C),T Difference Squared (C^2),Tool Lifespan (min),Tool Lifespan/Temp Increase^2 (min/C^2),Rotation Speed (rpm),Torque (Nm),Horsepower (HP),Machine Status
12960,Z,L,35.75,25.65,102.01000000000003,206.0,2.0,1461.0,47.9,13.324809596344249,0.0
12961,S,L,35.75,25.65,102.01000000000003,2.0,0.0,1402.0,37.9,10.117250571210967,0.0
12962,K,M,35.25,25.55,94.08999999999999,135.0,1.0,1430.0,49.6,13.504950495049505,0.0
12963,K,M,35.25,25.55,94.08999999999999,132.0,1.0,1441.0,43.2,11.852856054836254,0.0
12964,S,L,35.25,25.65,92.16000000000003,130.0,1.0,1737.0,27.7,9.161252856054837,0.0
12965,Z,L,35.25,25.65,92.16000000000003,128.0,1.0,1473.0,41.1,11.527094440213252,0.0
12966,T,L,35.35,25.75,92.16000000000003,126.0,1.0,1559.0,34.3,10.181587966488957,0.0
12967,T,L,35.45,25.85,92.16000000000003,124.0,1.0,1587.0,38.6,11.663785224676314,0.0
12968,S,L,35.45,25.75,94.09000000000006,122.0,1.0,1413.0,46.5,12.510376999238385,0.0
12969,Z,L,35.45,25.85,92.16000000000003,120.0,1.0,1329.0,60.5,15.309310738766184,0.0
12970,T,L,35.45,25.75,94.09000000000006,118.0,1.0,1659.108782928345,32.2,10.171992157329154,0.0
12971,T,L,35.55,25.75,96.03999999999995,116.0,1.0,1727.0,29.4,9.667517136329018,0.0
12972,S,L,35.55,25.75,96.03999999999995,114.0,1.0,1546.0,43.4,12.775399847677074,0.0
12973,K,L,35.65,25.85,96.03999999999995,112.0,1.0,1310.0,50.7,12.646039603960396,0.0
12974,S,L,35.55,25.75,96.03999999999995,110.0,1.0,1558.0,41.2,12.221934501142423,0.0
12975,T,L,35.55,25.75,96.03999999999995,108.0,1.0,1433.0,44.7,12.196325209444023,0.0
12976,Z,L,35.35,25.55,96.04000000000002,106.0,1.0,1467.0,40.7,11.368412033511044,0.0
12977,K,L,35.25,25.65,92.16000000000003,138.0,1.0,1369.0,53.0,13.815118050266564,0.0
12978,Z,M,35.45,25.65,96.04000000000008,103.0,1.0,1707.0,28.1,9.133035034272659,0.0
12979,K,M,35.35,25.65,94.09000000000006,140.0,1.0,1711.0,28.5,9.28474866717441,0.0
12980,K,L,35.45,25.55,98.01000000000005,148.0,2.0,1297.0,55.3,13.65653084539223,0.0
12981,Z,M,35.05,25.25,96.03999999999995,191.0,2.0,1584.0,41.0,12.365575019040365,0.0
12982,K,M,35.05,25.25,96.03999999999995,188.0,2.0,1463.0,37.6,10.473876618431074,0.0
12983,S,L,35.15,25.25,98.00999999999998,186.0,2.0,1422.0,42.7,11.561195734958112,0.0
12984,T,L,35.15,25.25,98.00999999999998,184.0,2.0,1473.0,39.9,11.190536938309215,0.0
12985,Z,M,35.15,25.15,100.0,181.0,2.0,1379.0,48.0,12.603198781416603,0.0
12986,K,L,35.25,25.25,100.0,179.0,2.0,1528.9877304029485,40.1,11.674106623982908,0.0
12987,Z,H,35.25,25.35,98.00999999999998,174.0,2.0,1612.0,36.1,11.080198019801982,0.0
12988,T,L,35.25,25.35,98.00999999999998,172.0,2.0,1513.0,33.6,9.67951256664128,0.0
12989,S,M,35.25,25.45,96.04000000000002,169.0,2.0,1391.0,42.4,11.22970297029703,0.0
12990,Z,H,35.25,25.45,96.04000000000002,164.0,2.0,1407.0,50.5,13.528846153846153,0.0
12991,Z,M,35.25,25.45,96.04000000000002,161.0,2.0,1778.0,28.2,9.546763137852247,0.0
12992,Z,L,35.35,25.55,96.04000000000002,159.0,2.0,1544.0,35.2,10.348210205635949,0.0
12993,T,L,35.45,25.65,96.04000000000008,157.0,2.0,1511.0,36.1,10.38596725057121,0.0
12994,T,L,35.45,25.65,96.04000000000008,155.0,2.0,1268.0,55.8,13.471896420411271,0.0
12995,T,H,35.45,25.65,96.04000000000008,150.0,2.0,1449.0,49.4,13.629207920792078,0.0
12996,Z,H,35.35,25.55,96.04000000000002,143.0,1.0,1420.0,45.7,12.356054836252857,0.0
12997,K,L,35.45,25.65,96.04000000000008,101.0,1.0,1599.0,33.0,10.047029702970297,0.0
12998,K,L,35.55,25.75,96.03999999999995,99.0,1.0,1564.0,34.1,10.154683929931455,0.0
12999,Z,L,35.45,25.65,96.04000000000008,97.0,1.0,1431.0,45.7,12.451770753998478,0.0
13000,T,L,35.75,25.85,98.00999999999998,42.0,0.0,1622.0,31.9,9.851827875095202,0.0
13001,S,L,35.85,25.95,98.01000000000005,40.0,0.0,1450.0,43.0,11.871667936024371,0.0
13002,S,M,35.75,25.75,100.0,37.0,0.0,1727.0,27.1,8.911214775323687,0.0
13003,S,L,35.75,25.75,100.0,35.0,0.0,1830.0,24.9,8.676123381568926,0.0
13004,S,L,35.75,25.75,100.0,33.0,0.0,1753.0,25.8,8.611462300076163,0.0
13005,K,M,35.75,25.75,100.0,30.0,0.0,1487.0,39.5,11.18364432597106,0.0
13006,K,M,35.85,25.85,100.0,27.0,0.0,1419.0,45.2,12.212261995430312,0.0
13007,T,L,35.85,25.85,100.0,25.0,0.0,1544.0,31.8,9.34866717440975,0.0
13008,K,H,35.85,25.85,100.0,20.0,0.0,1436.0,43.9,12.003122619954304,0.0
13009,T,M,35.85,25.85,100.0,17.0,0.0,1804.0,26.8,9.205483625285606,0.0
13010,S,L,35.75,25.75,100.0,15.0,0.0,1422.0,47.6,12.887890327494288,0.0
13011,S,L,35.85,25.85,100.0,13.0,0.0,1469.0,40.1,11.216089108910891,0.0
13012,S,L,35.75,25.75,100.0,11.0,0.0,1453.0,40.8,11.287585681645087,0.0
13013,S,L,35.75,25.75,100.0,9.0,0.0,1450.0,47.5,13.114051789794365,0.0
13014,K,H,35.65,25.65,100.0,4.0,0.0,1445.0,49.9,13.729150799695354,0.0
13015,S,M,35.85,25.85,100.0,44.0,0.0,1351.0,52.2,13.427684691546077,0.0
13016,S,M,35.85,25.85,100.0,47.0,0.0,1575.0,35.3,10.58596725057121,0.0
13017,Z,M,35.75,25.75,100.0,50.0,0.0,1750.0,29.9,9.962871287128714,0.0
13018,S,L,35.65,25.75,98.00999999999998,53.0,1.0,1529.0,32.7,9.519859101294745,0.0
13019,K,L,35.45,25.65,96.04000000000008,95.0,1.0,1680.0,29.4,9.404417364813405,0.0
13020,T,M,35.45,25.65,96.04000000000008,92.0,1.0,1486.0,41.9,11.855178979436406,0.0
13021,K,M,35.55,25.65,98.00999999999998,89.0,1.0,1498.0,39.5,11.266374714394516,0.0
13022,T,H,35.45,25.55,98.01000000000005,84.0,1.0,1499.0,43.5,12.41555597867479,0.0
13023,Z,L,35.45,25.65,96.04000000000008,82.0,1.0,1872.0,22.5,8.01980198019802,0.0
13024,T,L,35.55,25.75,96.03999999999995,80.0,1.0,1572.0,34.1,10.206626047220107,0.0
13025,S,H,35.65,25.75,98.00999999999998,75.0,1.0,1621.0,32.7,10.092669459253619,0.0
13026,S,L,35.05,25.25,96.03999999999995,196.0,2.0,1528.0,36.2,10.531911652703734,0.0
13027,Z,M,35.65,25.65,100.0,72.0,1.0,1497.0,46.8,13.339603960396039,0.0
13028,T,L,35.55,25.65,98.00999999999998,68.0,1.0,1591.0,31.1,9.421191926884998,0.0
13029,S,L,35.55,25.65,98.00999999999998,66.0,1.0,1450.0,43.4,11.982102056359482,0.0
13030,T,M,35.65,25.65,100.0,63.0,1.0,1441.0,40.5,11.112052551408986,0.0
13031,T,L,35.65,25.65,100.0,61.0,1.0,1555.0,40.6,12.02075399847677,0.0
13032,K,L,35.65,25.65,100.0,59.0,1.0,1991.0,20.7,7.847239146991622,0.0
13033,T,L,35.75,25.65,102.01000000000003,57.0,1.0,1852.0,25.0,8.815689261233816,0.0
13034,S,L,35.65,25.65,100.0,55.0,1.0,1523.0,44.4,12.875323686214776,0.0
13035,K,L,35.55,25.65,98.00999999999998,70.0,1.0,1445.0,48.5,13.34396420411272,0.0
13036,Z,L,35.25,24.65,112.36000000000003,177.0,2.0,1714.0,33.2,10.834881949733436,0.0
13037,K,L,35.25,24.65,112.36000000000003,179.0,2.0,1685.0,28.4,9.111576542269612,0.0
13038,Z,L,35.25,24.65,112.36000000000003,181.0,2.0,1512.0,39.9,11.486824067022086,0.0
13039,S,L,36.35,24.45,141.61000000000004,63.0,0.0,1569.0,36.2,10.814508758568165,0.0
13040,K,L,36.35,24.35,144.0,60.0,0.0,1553.0,42.4,12.537547600913937,0.0
13041,Z,M,36.45,24.45,144.00000000000009,57.0,0.0,1592.0,35.8,10.851789794364052,0.0
13042,T,L,36.35,24.45,141.61000000000004,55.0,0.0,1373.0,50.6,13.228065498857578,0.0
13043,S,L,36.25,24.25,144.0,53.0,0.0,1466.0,45.5,12.700495049504951,0.0
13044,S,L,36.25,24.25,144.0,51.0,0.0,1620.0,35.4,10.91926884996192,0.0
13045,Z,L,36.25,24.25,144.0,49.0,0.0,1401.0,45.9,12.244078446306169,0.0
13046,Z,M,36.35,24.35,144.0,46.0,0.0,1448.0,43.7,12.04828636709825,0.0
13047,K,L,36.25,24.35,141.60999999999996,44.0,0.0,1497.0,35.8,10.204226961157653,0.0
13048,T,L,36.35,24.45,141.61000000000004,42.0,0.0,1617.0,36.2,11.145354150799696,0.0
13049,Z,M,36.35,24.55,139.24,39.0,0.0,2027.0,19.8,7.641774562071592,0.0
13050,S,L,36.35,24.45,141.61000000000004,37.0,0.0,1924.0,20.6,7.546534653465347,0.0
13051,K,M,36.25,24.35,141.60999999999996,34.0,0.0,1391.0,58.2,15.414356435643564,0.0
13052,Z,L,36.15,24.35,139.23999999999992,32.0,0.0,1732.0,29.9,9.860396039603959,0.0
13053,S,L,35.230024402363924,24.35,118.37493099603442,30.0,0.0,1715.0,28.0,9.143183549124144,0.0
13054,K,M,36.35,24.45,141.61000000000004,65.0,0.0,1709.0,32.2,10.477875095201828,0.0
13055,K,L,36.05,24.25,139.23999999999992,28.0,0.0,1620.0,33.2,10.240670220868243,0.0
13056,S,L,36.35,24.45,141.61000000000004,68.0,0.0,1549.0,34.9,10.293240670220868,0.0
13057,K,L,36.15,24.35,139.23999999999992,72.0,1.0,1675.0,29.8,9.503998476770754,0.0
13058,K,L,36.15,24.25,141.60999999999996,115.0,1.0,1322.1517504560989,53.2,13.39270242274647,0.0
13059,S,M,36.25,24.35,141.60999999999996,112.0,1.0,1482.0,39.3,11.089603960396039,0.0
13060,T,L,36.25,24.35,141.60999999999996,110.0,1.0,1809.0,24.3,8.369897182025896,0.0
13061,Z,L,36.25,24.45,139.24,108.0,1.0,1958.0,22.1,8.23910891089109,0.0
13062,S,M,36.25,24.35,141.60999999999996,105.0,1.0,1751.8147987354882,26.6,8.87248165391546,0.0
13063,Z,H,36.15,24.35,139.23999999999992,100.0,1.0,1563.0,36.1,10.743392993145468,0.0
13064,K,L,36.25,24.35,141.60999999999996,98.0,1.0,1803.0,24.7,8.479455445544554,0.0
13065,K,L,36.25,24.25,144.0,96.0,1.0,1296.0,52.3,12.905712109672507,0.0
13066,K,L,36.25,24.25,144.0,94.0,1.0,1473.0,45.5,12.761138613861386,0.0
13067,Z,M,36.15,24.25,141.60999999999996,91.0,1.0,1775.0,25.8,8.719535415079969,0.0
13068,K,M,36.15,24.25,141.60999999999996,88.0,1.0,1499.0,36.8,10.503274942878903,0.0
13069,Z,H,36.15,24.25,141.60999999999996,83.0,1.0,1516.0,43.0,12.412033511043411,0.0
13070,Z,L,36.15,24.25,141.60999999999996,81.0,1.0,1759.0,24.8,8.306016755521707,0.0
13071,Z,H,36.15,24.25,141.60999999999996,76.0,1.0,1365.0,52.4,13.618811881188119,0.0
13072,K,L,36.15,24.35,139.23999999999992,74.0,1.0,1623.0,33.4,10.32143945163747,0.0
13073,K,L,36.25,24.35,141.60999999999996,70.0,0.0,1443.0,45.4,12.473762376237623,0.0
13074,S,L,36.05,24.25,139.23999999999992,117.0,1.0,1437.0,40.4,11.053846153846154,0.0
13075,Z,L,36.05,24.25,139.23999999999992,26.0,0.0,1558.4484369063885,38.8,11.513290051783676,0.0
13076,Z,L,36.15,24.35,139.23999999999992,22.0,0.0,1479.0,39.4,11.095316070068545,0.0
13077,T,L,36.05,24.25,139.23999999999992,193.0,1.0,1420.0,45.6,12.329017517136329,0.0
13078,T,L,36.05,24.25,139.23999999999992,191.0,1.0,1459.0,37.9,10.528579588728103,0.0
13079,Z,M,36.05,24.35,136.8899999999999,188.0,1.0,1347.0,55.8,14.31123381568926,0.0
13080,Z,L,36.05,24.25,139.23999999999992,186.0,1.0,1584.0,42.8,12.908453922315308,0.0
13081,S,M,35.95,24.25,136.89000000000007,183.0,1.0,1463.0,35.0,9.749619192688499,0.0
13082,Z,M,35.95,24.25,136.89000000000007,180.0,1.0,1582.0,35.9,10.813747143945163,0.0
13083,T,M,35.85,24.25,134.56000000000003,177.0,1.0,1685.0,30.7,9.849485910129474,0.0
13084,S,L,35.85,24.25,134.56000000000003,175.0,1.0,1568.0,33.7,10.061233815689262,0.0
13085,K,L,35.85,24.25,134.56000000000003,173.0,1.0,1324.0,56.9,14.344173648134042,0.0
13086,Z,L,35.85,24.15,136.89000000000007,171.0,1.0,1548.0,37.4,11.023457730388422,0.0
13087,S,M,35.85,24.15,136.89000000000007,168.0,1.0,1556.0,39.5,11.702589489718203,0.0
13088,K,L,35.85,24.25,134.56000000000003,166.0,1.0,1583.0,32.0,9.645087585681646,0.0
13089,S,M,35.75,24.25,132.25,163.0,1.0,1323.0,57.3,14.434101294744858,0.0
13090,S,L,35.85,24.25,134.56000000000003,161.0,1.0,1833.0,22.6,7.887623762376238,0.0
13091,K,H,35.85,24.25,134.56000000000003,156.0,1.0,1468.0,41.4,11.571820258948971,0.0
13092,S,L,36.15,24.35,139.23999999999992,195.0,1.0,1404.0,43.5,11.628712871287128,0.0
13093,K,L,36.05,24.35,136.8899999999999,24.0,0.0,1426.0,44.8,12.163899466869763,0.0
13094,S,L,36.15,24.35,139.23999999999992,197.0,1.0,1470.0,38.8,10.859862909367859,0.0
13095,K,H,36.15,24.35,139.23999999999992,201.0,1.0,1459.0,49.7,13.806607006854533,0.0
13096,T,L,36.15,24.35,139.23999999999992,20.0,0.0,1564.0,37.5,11.167174409748668,0.0
13097,S,M,36.15,24.45,136.89,17.0,0.0,1415.0,41.3,11.12709444021325,0.0
13098,S,L,36.15,24.55,134.55999999999995,15.0,0.0,1893.0,24.6,8.866679360243717,0.0
13099,T,H,36.25,24.65,134.56000000000003,10.0,0.0,1445.0,48.2,13.261424219345011,0.0
13100,K,L,36.15,24.45,136.89,8.0,0.0,1543.0,34.3,10.077094440213251,0.0
13101,T,L,36.15,24.45,136.89,6.0,0.0,1610.0,35.0,10.72924600152323,0.0
13102,K,L,36.15,24.45,136.89,3.0,0.0,1529.0,41.9,12.198229246001523,0.0
13103,T,L,36.05,24.45,134.55999999999995,221.0,2.0,1390.0,43.3,11.459824828636709,0.0
13104,T,M,36.15,24.45,136.89,218.0,2.0,1464.0,46.2,12.878293983244479,0.0
13105,Z,M,36.05,24.35,136.8899999999999,215.0,2.0,1804.0,27.4,9.41157654226961,0.0
13106,K,L,35.95,24.35,134.56000000000003,213.0,2.0,1515.0,35.1,10.125,0.0
13107,T,L,35.95,24.35,134.56000000000003,211.0,2.0,1611.0,30.2,9.263556740289413,0.0
13108,Z,L,35.85,24.25,134.56000000000003,209.0,2.0,1505.0,39.2,11.233054074638234,0.0
13109,Z,M,36.05,24.35,136.8899999999999,206.0,2.0,1530.0,40.0,11.652703731911652,0.0
13110,T,L,36.25,24.45,139.24,199.0,1.0,1326.0,49.8,12.573267326732674,0.0
13111,K,L,36.05,24.25,139.23999999999992,119.0,1.0,1698.0,29.4,9.505178979436405,0.0
13112,Z,L,36.05,24.25,139.23999999999992,121.0,1.0,1274.0,54.3,13.171782178217821,0.0
13113,Z,M,36.15,24.25,141.60999999999996,123.0,1.0,1622.0,35.0,10.809215536938309,0.0
13114,T,L,36.75,24.85,141.60999999999996,43.0,0.0,1403.0,47.7,12.74240289413557,0.0
13115,K,M,36.75,24.85,141.60999999999996,40.0,0.0,1565.0,33.9,10.101580350342726,0.0
13116,K,L,36.65,24.75,141.60999999999996,38.0,0.0,1461.0,50.5,14.048076923076923,0.0
13117,S,M,36.65,24.75,141.60999999999996,35.0,0.0,1693.0,29.9,9.638366336633663,0.0
13118,K,L,36.75,24.75,144.0,33.0,0.0,1542.0,33.8,9.923762376237624,0.0
13119,Z,L,36.65,24.75,141.60999999999996,29.0,0.0,2000.0,21.3,8.11119573495811,0.0
13120,K,L,36.55,24.75,139.23999999999992,27.0,0.0,2194.0,16.8,7.018126428027419,0.0
13121,T,L,36.55,24.65,141.60999999999996,25.0,0.0,1547.0,37.3,10.986881188118812,0.0
13122,T,H,36.55,24.55,143.99999999999991,20.0,0.0,1683.2722514047405,31.1,9.967587018028834,0.0
13123,Z,L,36.45,24.55,141.61000000000004,18.0,0.0,1480.0,47.9,13.498095963442498,0.0
13124,Z,H,35.308611650736694,24.45,117.90944698151468,13.0,0.0,1428.0,46.6,12.670373191165272,0.0
13125,T,M,36.45,24.45,144.00000000000009,10.0,0.0,1530.0,37.3,10.866146230007615,0.0
13126,Z,M,36.45,24.45,144.00000000000009,7.0,0.0,1330.0,53.1,13.446877380045697,0.0
13127,T,H,36.45,24.45,144.00000000000009,2.0,0.0,1278.0,50.4,12.264127951256663,0.0
13128,Z,L,36.75,24.95,139.24,45.0,0.0,1629.0,32.5,10.080445544554456,0.0
13129,T,H,36.35,24.35,144.0,240.0,2.0,1668.0,27.9,8.86085300837776,0.0
13130,T,L,36.85,24.95,141.61000000000004,47.0,0.0,1534.0,33.7,9.843069306930694,0.0
13131,Z,L,36.75,24.95,139.24,51.0,0.0,1563.0,32.8,9.76130997715156,0.0
13132,S,L,36.95,25.25,136.89000000000007,94.0,1.0,1455.0,42.2,11.690974866717442,0.0
13133,Z,L,36.95,25.25,136.89000000000007,92.0,1.0,1533.0,35.2,10.274485910129476,0.0
13134,S,L,36.95,25.15,139.2400000000001,90.0,1.0,1545.0,36.3,10.678503427265802,0.0
13135,Z,L,36.95,25.15,139.2400000000001,85.0,1.0,1509.0,37.6,10.803198781416603,0.0
13136,K,L,36.95,25.25,136.89000000000007,83.0,1.0,1926.0,23.7,8.69120335110434,0.0
13137,S,M,37.05,25.25,139.23999999999992,80.0,1.0,1666.0587065712975,32.0,10.151157389619483,0.0
13138,S,L,36.95,25.15,139.2400000000001,78.0,1.0,1408.0,45.3,12.144402132520943,0.0
13139,S,M,36.95,25.15,139.2400000000001,75.0,1.0,1389.0,49.6,13.117745620715919,0.0
13140,K,L,36.85,25.15,136.89000000000007,73.0,1.0,1507.0,44.7,12.826142421934502,0.0
13141,S,H,36.85,25.05,139.24,68.0,0.0,1433.0,44.2,12.059900990099012,0.0
13142,Z,M,36.85,24.95,141.61000000000004,65.0,0.0,1393.0,43.1,11.431511805026657,0.0
13143,S,H,36.75,24.95,139.24,60.0,0.0,1686.0,29.1,9.341698400609292,0.0
13144,T,L,36.75,24.95,139.24,58.0,0.0,1642.0,30.4,9.504341203351103,0.0
13145,Z,M,36.75,24.85,141.60999999999996,55.0,0.0,1445.0,45.2,12.436024371667937,0.0
13146,T,L,36.75,24.95,139.24,53.0,0.0,1634.0,30.0,9.333587204874334,0.0
13147,Z,L,36.85,24.95,141.61000000000004,49.0,0.0,1553.0,40.9,12.094002284843869,0.0
13148,Z,H,36.15,24.35,139.23999999999992,235.0,2.0,1525.0,41.7,12.108244478293985,0.0
13149,K,L,36.25,24.35,141.60999999999996,233.0,2.0,1517.0,36.7,10.600514089870526,0.0
13150,Z,L,36.25,24.45,139.24,231.0,2.0,1491.0,40.2,11.412452399086064,0.0
13151,K,M,36.55,24.55,143.99999999999991,168.0,1.0,1680.0,30.2,9.66031987814166,0.0
13152,K,M,36.55,24.45,146.40999999999994,165.0,1.0,1634.7629870475298,33.7,10.489625411938643,0.0
13153,S,H,36.55,24.55,143.99999999999991,160.0,1.0,1570.0,35.8,10.7018278750952,0.0
13154,S,H,36.45,24.45,144.00000000000009,155.0,1.0,1669.0,32.1,10.200856816450877,0.0
13155,S,L,36.45,24.55,141.61000000000004,153.0,1.0,1529.0,35.2,10.247677075399848,0.0
13156,Z,L,36.35,24.45,141.61000000000004,151.0,1.0,1680.371979481571,30.9,9.886423108526378,0.0
13157,Z,M,36.25,24.35,141.60999999999996,148.0,1.0,1678.0,34.4,10.99070830159939,0.0
13158,Z,L,36.25,24.35,141.60999999999996,146.0,1.0,1318.0,58.2,14.605407463823306,0.0
13159,K,L,36.25,24.35,141.60999999999996,144.0,1.0,1503.0,40.6,11.61877380045697,0.0
13160,T,L,36.25,24.35,141.60999999999996,142.0,1.0,1650.0,34.6,10.87014470677837,0.0
13161,T,L,36.25,24.35,141.60999999999996,139.0,1.0,1433.0,48.3,13.178579588728102,0.0
13162,Z,L,36.25,24.35,141.60999999999996,137.0,1.0,1357.0,50.1,12.94472581873572,0.0
13163,T,M,36.25,24.25,144.0,134.0,1.0,1539.0,42.2,12.365917745620717,0.0
13164,K,H,36.25,24.35,141.60999999999996,129.0,1.0,1368.0,45.3,11.799390708301598,0.0
13165,Z,M,36.15,24.25,141.60999999999996,126.0,1.0,1564.0,36.0,10.72048743335872,0.0
13166,T,L,36.55,24.65,141.60999999999996,171.0,1.0,1935.0,22.1,8.142326732673267,0.0
13167,T,M,36.45,24.55,141.61000000000004,173.0,1.0,1596.0,35.2,10.696725057121098,0.0
13168,S,L,36.55,24.55,143.99999999999991,176.0,1.0,1498.0,41.0,11.694211728865195,0.0
13169,S,M,36.65,24.65,144.0,178.0,1.0,1676.0,29.0,9.254379284082255,0.0
13170,K,L,36.25,24.45,139.24,229.0,2.0,1628.0,33.4,10.353236862147753,0.0
13171,Z,H,36.35,24.45,141.61000000000004,224.0,2.0,1623.0,33.1,10.228731911652705,0.0
13172,S,L,36.35,24.45,141.61000000000004,220.0,2.0,2001.0,20.5,7.8104531607006855,0.0
13173,K,H,36.45,24.45,144.00000000000009,215.0,1.0,1419.0,48.2,13.022810357958873,0.0
13174,Z,H,36.45,24.55,141.61000000000004,210.0,1.0,1697.0,32.2,10.404303122619954,0.0
13175,T,L,36.55,24.65,141.60999999999996,208.0,1.0,1341.0,49.2,12.562300076161462,0.0
13176,S,L,36.55,24.65,141.60999999999996,206.0,1.0,1394.0,42.9,11.386633663366336,0.0
13177,K,L,35.85,24.25,134.56000000000003,154.0,1.0,1566.912493046309,37.9,11.30730835614149,0.0
13178,T,M,36.65,24.65,144.0,203.0,1.0,1798.0,25.5,8.72981721249048,0.0
13179,T,L,36.65,24.65,144.0,198.0,1.0,1533.0,36.8,10.74150799695354,0.0
13180,Z,L,35.39275991885864,24.55,117.56544265800734,196.0,2.0,1591.0,37.7,11.420544554455446,0.0
13181,T,H,36.55,24.55,143.99999999999991,191.0,1.0,1440.0,51.1,14.010662604722011,0.0
13182,S,M,36.75,24.75,144.0,188.0,1.0,1410.0,55.4,14.873191165270374,0.0
13183,Z,M,36.85,24.75,146.41000000000003,185.0,1.0,1439.0,41.7,11.425418888042651,0.0
13184,T,L,36.75,24.75,144.0,183.0,1.0,1472.0,45.0,12.612338156892612,0.0
13185,K,L,36.75,24.65,146.41000000000003,181.0,1.0,1351.0,49.0,12.604531607006855,0.0
13186,S,M,36.55,24.65,141.60999999999996,200.0,1.0,1700.0,31.3,10.131378522467632,0.0
13187,Z,L,35.95,24.25,136.89000000000007,152.0,1.0,1380.0,41.1,10.7993145468393,0.0
13188,Z,L,35.95,24.25,136.89000000000007,150.0,1.0,1478.0,49.8,14.014546839299314,0.0
13189,Z,M,35.85,24.25,134.56000000000003,147.0,1.0,1520.0,37.0,10.708301599390708,0.0
13190,Z,L,35.15,24.25,118.80999999999997,111.0,1.0,1412.0,42.0,11.291698400609292,0.0
13191,T,M,35.15,24.25,118.80999999999997,108.0,1.0,1405.0,51.7,13.830635948210206,0.0
13192,S,L,35.25,24.35,118.80999999999997,106.0,1.0,1604.0,38.1,11.636024371667936,0.0
13193,S,M,35.15,24.35,116.63999999999994,103.0,1.0,1622.0,37.2,11.488651942117288,0.0
13194,T,H,35.25,24.35,118.80999999999997,98.0,1.0,1587.0,36.1,10.908358720487435,0.0
13195,T,L,35.25,24.35,118.80999999999997,96.0,1.0,1489.0,39.5,11.198686214775323,0.0
13196,S,L,35.25,24.45,116.64000000000001,93.0,1.0,1569.0,38.3,11.441869763899467,0.0
13197,K,M,35.35,24.45,118.81000000000004,90.0,1.0,1552.0,40.9,12.086214775323686,0.0
13198,S,L,35.25,24.45,116.64000000000001,88.0,1.0,1353.0,57.5,14.812928408225439,0.0
13199,S,L,35.25,24.45,116.64000000000001,86.0,1.0,1407.0,55.2,14.78796648895659,0.0
13200,T,L,35.15,24.45,114.48999999999998,84.0,1.0,1438.0,47.8,13.087661843107387,0.0
13201,S,H,35.15,24.45,114.48999999999998,79.0,1.0,1640.0,30.9,9.648895658796649,0.0
13202,S,L,35.15,24.35,116.63999999999994,77.0,1.0,1596.0,36.8,11.182939832444783,0.0
13203,T,M,35.15,24.35,116.63999999999994,74.0,1.0,1521.0,38.2,11.062871287128713,0.0
13204,S,M,35.15,24.45,114.48999999999998,71.0,1.0,1567.0,34.6,10.323343488194974,0.0
13205,Z,L,35.15,24.25,118.80999999999997,113.0,1.0,1431.0,43.0,11.716108149276467,0.0
13206,T,M,35.15,24.45,114.48999999999998,68.0,1.0,1467.0,36.7,10.251123381568926,0.0
13207,K,L,35.05,24.25,116.63999999999994,115.0,1.0,1533.0,37.4,10.916641279512566,0.0
13208,T,M,35.05,24.25,116.63999999999994,120.0,1.0,1424.0,53.9,14.614166031987812,0.0
13209,K,M,35.25,24.35,118.80999999999997,157.0,1.0,1350.0,52.2,13.417745620715918,0.0
13210,K,M,35.35,24.45,118.81000000000004,154.0,1.0,1490.0,43.4,12.312642802741813,0.0
13211,K,L,35.45,24.45,121.00000000000009,152.0,1.0,1491.0,38.1,10.816279512566641,0.0
13212,K,L,35.55,24.45,123.20999999999995,150.0,1.0,1460.0,46.7,12.982102056359482,0.0
13213,K,L,35.55,24.45,123.20999999999995,147.0,1.0,1408.0,54.8,14.69124143183549,0.0
13214,Z,L,35.55,24.45,123.20999999999995,145.0,1.0,1455.0,48.2,13.353198781416603,0.0
13215,T,L,35.55,24.55,120.99999999999993,143.0,1.0,1249.0,60.4,14.363975628332062,0.0
13216,K,L,35.55,24.45,123.20999999999995,141.0,1.0,1319.0,50.9,12.783149276466107,0.0
13217,T,M,35.45,24.45,121.00000000000009,138.0,1.0,1414.0,45.4,12.223076923076922,0.0
13218,T,L,35.35,24.35,121.0,136.0,1.0,1712.0,26.8,8.736024371667936,0.0
13219,S,M,35.45,24.35,123.21000000000004,133.0,1.0,1842.0,27.0,9.469535415079969,0.0
13220,S,L,35.35,24.35,121.0,131.0,1.0,1335.0,48.0,12.201066260472201,0.0
13221,Z,L,35.35,24.35,121.0,129.0,1.0,1546.0,40.4,11.892307692307691,0.0
13222,K,L,35.05,24.15,118.80999999999997,125.0,1.0,1754.0,26.8,8.95034272658035,0.0
13223,K,L,35.05,24.15,118.80999999999997,123.0,1.0,1754.0,29.4,9.81865955826352,0.0
13224,Z,M,35.05,24.25,116.63999999999994,117.0,1.0,1401.0,51.9,13.844611576542269,0.0
13225,K,L,35.25,24.45,116.64000000000001,66.0,1.0,1517.0,34.2,9.878408225437928,0.0
13226,Z,M,35.25,24.45,116.64000000000001,63.0,1.0,1398.0,48.9,13.016412795125666,0.0
13227,Z,L,35.15,24.45,114.48999999999998,61.0,1.0,1623.0,36.9,11.403027418126428,0.0
13228,S,M,34.95,24.35,112.36000000000003,5.0,0.0,1469.0,44.8,12.53069306930693,0.0
